L1,L2,Score,New_Score
p11_store,p15_store,0,0
p11_store,mnj_ist3r3,3,0.5
p11_store,ntz_EsarE,4,0.8
p11_store,p16_store,0,0
p11_store,p17_store,0,0
p11_store,p18_store,0,0
p11_store,oru_stor3k,2,0.333333333333333
p11_store,prc_EsteC,4,0.8
p11_store,p19_store,0,0
p11_store,pt3_store,0,0
p11_store,pes_setare,2,0.333333333333333
p11_store,p20_store,0,0
p11_store,pt4_store,0,0
p11_store,pt5_stor3i,2,0.333333333333333
p11_store,p21_storai,2,0.333333333333333
p11_store,sgh_xitErc,4,0.666666666666667
p11_store,siy_esara,4,0.8
p11_store,bcc_istar,3,0.6
p11_store,fay_osare,3,0.6
p11_store,p22_store,0,0
p11_store,tgk_Stora,2,0.4
p11_store,tly_ostov3,3,0.5
p11_store,p23_stor3,1,0.2
p11_store,p24_storai,2,0.333333333333333
p11_store,ps5_stor3i,2,0.333333333333333
p11_store,wne_stori,1,0.2
p11_store,yai_bildingE,8,1
p11_store,wb5_s3tor,2,0.4
p11_store,yah_Starak,4,0.666666666666667
p11_store,ydg_estari,3,0.5
p11_store,p25_stor3i,2,0.333333333333333
p11_store,diq_ustare,2,0.333333333333333
p12_stor3i,p13_store,2,0.333333333333333
p12_stor3i,kfm_Estare,4,0.666666666666667
p12_stor3i,p14_store,2,0.333333333333333
p12_stor3i,ps4_stor3i,0,0
p12_stor3i,p15_store,2,0.333333333333333
p12_stor3i,mnj_ist3r3,3,0.5
p12_stor3i,ntz_EsarE,5,0.833333333333333
p12_stor3i,p16_store,2,0.333333333333333
p12_stor3i,p17_store,2,0.333333333333333
p12_stor3i,p18_store,2,0.333333333333333
p12_stor3i,oru_stor3k,1,0.166666666666667
p12_stor3i,prc_EsteC,5,0.833333333333333
p12_stor3i,p19_store,2,0.333333333333333
p12_stor3i,pt3_store,2,0.333333333333333
p12_stor3i,pes_setare,4,0.666666666666667
p12_stor3i,p20_store,2,0.333333333333333
p12_stor3i,pt4_store,2,0.333333333333333
p12_stor3i,pt5_stor3i,0,0
p12_stor3i,p21_storai,1,0.166666666666667
p12_stor3i,sgh_xitErc,5,0.833333333333333
p12_stor3i,siy_esara,5,0.833333333333333
p12_stor3i,bcc_istar,4,0.666666666666667
p12_stor3i,fay_osare,5,0.833333333333333
p12_stor3i,p22_store,2,0.333333333333333
p12_stor3i,tgk_Stora,3,0.5
p12_stor3i,tly_ostov3,3,0.5
p12_stor3i,p23_stor3,1,0.166666666666667
p12_stor3i,p24_storai,1,0.166666666666667
p12_stor3i,ps5_stor3i,0,0
p12_stor3i,wne_stori,1,0.166666666666667
p12_stor3i,yai_bildingE,8,1
p12_stor3i,wb5_s3tor,3,0.5
p12_stor3i,yah_Starak,4,0.666666666666667
p12_stor3i,ydg_estari,3,0.5
p12_stor3i,p25_stor3i,0,0
p12_stor3i,diq_ustare,4,0.666666666666667
p13_store,kfm_Estare,2,0.333333333333333
p13_store,p14_store,0,0
p13_store,ps4_stor3i,2,0.333333333333333
p13_store,p15_store,0,0
p13_store,mnj_ist3r3,3,0.5
p13_store,ntz_EsarE,4,0.8
p13_store,p16_store,0,0
p13_store,p17_store,0,0
p13_store,p18_store,0,0
p13_store,oru_stor3k,2,0.333333333333333
p13_store,prc_EsteC,4,0.8
p13_store,p19_store,0,0
p13_store,pt3_store,0,0
p13_store,pes_setare,2,0.333333333333333
p13_store,p20_store,0,0
p13_store,pt4_store,0,0
p13_store,pt5_stor3i,2,0.333333333333333
p13_store,p21_storai,2,0.333333333333333
p13_store,sgh_xitErc,4,0.666666666666667
p13_store,siy_esara,4,0.8
p13_store,bcc_istar,3,0.6
p13_store,fay_osare,3,0.6
p13_store,p22_store,0,0
p13_store,tgk_Stora,2,0.4
p13_store,tly_ostov3,3,0.5
p13_store,p23_stor3,1,0.2
p13_store,p24_storai,2,0.333333333333333
p13_store,ps5_stor3i,2,0.333333333333333
p13_store,wne_stori,1,0.2
p13_store,yai_bildingE,8,1
p13_store,wb5_s3tor,2,0.4
p13_store,yah_Starak,4,0.666666666666667
p13_store,ydg_estari,3,0.5
p13_store,p25_stor3i,2,0.333333333333333
p13_store,diq_ustare,2,0.333333333333333
kfm_Estare,p14_store,2,0.333333333333333
kfm_Estare,ps4_stor3i,4,0.666666666666667
kfm_Estare,p15_store,2,0.333333333333333
kfm_Estare,mnj_ist3r3,3,0.5
kfm_Estare,ntz_EsarE,2,0.333333333333333
kfm_Estare,p16_store,2,0.333333333333333
kfm_Estare,p17_store,2,0.333333333333333
kfm_Estare,p18_store,2,0.333333333333333
kfm_Estare,oru_stor3k,4,0.666666666666667
kfm_Estare,prc_EsteC,3,0.5
kfm_Estare,p19_store,2,0.333333333333333
kfm_Estare,pt3_store,2,0.333333333333333
kfm_Estare,pes_setare,2,0.333333333333333
kfm_Estare,p20_store,2,0.333333333333333
kfm_Estare,pt4_store,2,0.333333333333333
kfm_Estare,pt5_stor3i,4,0.666666666666667
kfm_Estare,p21_storai,4,0.666666666666667
kfm_Estare,sgh_xitErc,4,0.666666666666667
kfm_Estare,siy_esara,3,0.5
kfm_Estare,bcc_istar,2,0.333333333333333
kfm_Estare,fay_osare,2,0.333333333333333
kfm_Estare,p22_store,2,0.333333333333333
kfm_Estare,tgk_Stora,4,0.666666666666667
kfm_Estare,tly_ostov3,4,0.666666666666667
kfm_Estare,p23_stor3,3,0.5
kfm_Estare,p24_storai,4,0.666666666666667
kfm_Estare,ps5_stor3i,4,0.666666666666667
kfm_Estare,wne_stori,3,0.5
kfm_Estare,yai_bildingE,8,1
kfm_Estare,wb5_s3tor,4,0.666666666666667
kfm_Estare,yah_Starak,4,0.666666666666667
kfm_Estare,ydg_estari,2,0.333333333333333
kfm_Estare,p25_stor3i,4,0.666666666666667
kfm_Estare,diq_ustare,1,0.166666666666667
p14_store,ps4_stor3i,2,0.333333333333333
p14_store,p15_store,0,0
p14_store,mnj_ist3r3,3,0.5
p14_store,ntz_EsarE,4,0.8
p14_store,p16_store,0,0
p14_store,p17_store,0,0
p14_store,p18_store,0,0
p14_store,oru_stor3k,2,0.333333333333333
p14_store,prc_EsteC,4,0.8
p14_store,p19_store,0,0
p14_store,pt3_store,0,0
p14_store,pes_setare,2,0.333333333333333
p14_store,p20_store,0,0
p14_store,pt4_store,0,0
p14_store,pt5_stor3i,2,0.333333333333333
p14_store,p21_storai,2,0.333333333333333
p14_store,sgh_xitErc,4,0.666666666666667
p14_store,siy_esara,4,0.8
p14_store,bcc_istar,3,0.6
p14_store,fay_osare,3,0.6
p14_store,p22_store,0,0
p14_store,tgk_Stora,2,0.4
p14_store,tly_ostov3,3,0.5
p14_store,p23_stor3,1,0.2
p14_store,p24_storai,2,0.333333333333333
p14_store,ps5_stor3i,2,0.333333333333333
p14_store,wne_stori,1,0.2
p14_store,yai_bildingE,8,1
p14_store,wb5_s3tor,2,0.4
p14_store,yah_Starak,4,0.666666666666667
p14_store,ydg_estari,3,0.5
p14_store,p25_stor3i,2,0.333333333333333
p14_store,diq_ustare,2,0.333333333333333
ps4_stor3i,p15_store,2,0.333333333333333
ps4_stor3i,mnj_ist3r3,3,0.5
ps4_stor3i,ntz_EsarE,5,0.833333333333333
ps4_stor3i,p16_store,2,0.333333333333333
ps4_stor3i,p17_store,2,0.333333333333333
ps4_stor3i,p18_store,2,0.333333333333333
ps4_stor3i,oru_stor3k,1,0.166666666666667
ps4_stor3i,prc_EsteC,5,0.833333333333333
ps4_stor3i,p19_store,2,0.333333333333333
ps4_stor3i,pt3_store,2,0.333333333333333
ps4_stor3i,pes_setare,4,0.666666666666667
ps4_stor3i,p20_store,2,0.333333333333333
ps4_stor3i,pt4_store,2,0.333333333333333
ps4_stor3i,pt5_stor3i,0,0
ps4_stor3i,p21_storai,1,0.166666666666667
ps4_stor3i,sgh_xitErc,5,0.833333333333333
ps4_stor3i,siy_esara,5,0.833333333333333
ps4_stor3i,bcc_istar,4,0.666666666666667
ps4_stor3i,fay_osare,5,0.833333333333333
ps4_stor3i,p22_store,2,0.333333333333333
ps4_stor3i,tgk_Stora,3,0.5
ps4_stor3i,tly_ostov3,3,0.5
ps4_stor3i,p23_stor3,1,0.166666666666667
ps4_stor3i,p24_storai,1,0.166666666666667
ps4_stor3i,ps5_stor3i,0,0
ps4_stor3i,wne_stori,1,0.166666666666667
ps4_stor3i,yai_bildingE,8,1
ps4_stor3i,wb5_s3tor,3,0.5
ps4_stor3i,yah_Starak,4,0.666666666666667
ps4_stor3i,ydg_estari,3,0.5
ps4_stor3i,p25_stor3i,0,0
ps4_stor3i,diq_ustare,4,0.666666666666667
p15_store,mnj_ist3r3,3,0.5
p15_store,ntz_EsarE,4,0.8
p15_store,p16_store,0,0
p15_store,p17_store,0,0
p15_store,p18_store,0,0
p15_store,oru_stor3k,2,0.333333333333333
p15_store,prc_EsteC,4,0.8
p15_store,p19_store,0,0
p15_store,pt3_store,0,0
p15_store,pes_setare,2,0.333333333333333
p15_store,p20_store,0,0
p15_store,pt4_store,0,0
p15_store,pt5_stor3i,2,0.333333333333333
p15_store,p21_storai,2,0.333333333333333
p15_store,sgh_xitErc,4,0.666666666666667
p15_store,siy_esara,4,0.8
p15_store,bcc_istar,3,0.6
p15_store,fay_osare,3,0.6
p15_store,p22_store,0,0
p15_store,tgk_Stora,2,0.4
p15_store,tly_ostov3,3,0.5
p15_store,p23_stor3,1,0.2
p15_store,p24_storai,2,0.333333333333333
p15_store,ps5_stor3i,2,0.333333333333333
p15_store,wne_stori,1,0.2
p15_store,yai_bildingE,8,1
p15_store,wb5_s3tor,2,0.4
p15_store,yah_Starak,4,0.666666666666667
p15_store,ydg_estari,3,0.5
p15_store,p25_stor3i,2,0.333333333333333
p15_store,diq_ustare,2,0.333333333333333
mnj_ist3r3,ntz_EsarE,4,0.666666666666667
mnj_ist3r3,p16_store,3,0.5
mnj_ist3r3,p17_store,3,0.5
mnj_ist3r3,p18_store,3,0.5
mnj_ist3r3,oru_stor3k,3,0.5
mnj_ist3r3,prc_EsteC,4,0.666666666666667
mnj_ist3r3,p19_store,3,0.5
mnj_ist3r3,pt3_store,3,0.5
mnj_ist3r3,pes_setare,4,0.666666666666667
mnj_ist3r3,p20_store,3,0.5
mnj_ist3r3,pt4_store,3,0.5
mnj_ist3r3,pt5_stor3i,3,0.5
mnj_ist3r3,p21_storai,4,0.666666666666667
mnj_ist3r3,sgh_xitErc,4,0.666666666666667
mnj_ist3r3,siy_esara,4,0.666666666666667
mnj_ist3r3,bcc_istar,2,0.333333333333333
mnj_ist3r3,fay_osare,4,0.666666666666667
mnj_ist3r3,p22_store,3,0.5
mnj_ist3r3,tgk_Stora,4,0.666666666666667
mnj_ist3r3,tly_ostov3,3,0.5
mnj_ist3r3,p23_stor3,2,0.333333333333333
mnj_ist3r3,p24_storai,4,0.666666666666667
mnj_ist3r3,ps5_stor3i,3,0.5
mnj_ist3r3,wne_stori,3,0.5
mnj_ist3r3,yai_bildingE,7,0.875
mnj_ist3r3,wb5_s3tor,4,0.666666666666667
mnj_ist3r3,yah_Starak,5,0.833333333333333
mnj_ist3r3,ydg_estari,3,0.5
mnj_ist3r3,p25_stor3i,3,0.5
mnj_ist3r3,diq_ustare,3,0.5
ntz_EsarE,p16_store,4,0.8
ntz_EsarE,p17_store,4,0.8
ntz_EsarE,p18_store,4,0.8
ntz_EsarE,oru_stor3k,5,0.833333333333333
ntz_EsarE,prc_EsteC,3,0.6
ntz_EsarE,p19_store,4,0.8
ntz_EsarE,pt3_store,4,0.8
ntz_EsarE,pes_setare,4,0.666666666666667
ntz_EsarE,p20_store,4,0.8
ntz_EsarE,pt4_store,4,0.8
ntz_EsarE,pt5_stor3i,5,0.833333333333333
ntz_EsarE,p21_storai,5,0.833333333333333
ntz_EsarE,sgh_xitErc,5,0.833333333333333
ntz_EsarE,siy_esara,2,0.4
ntz_EsarE,bcc_istar,3,0.6
ntz_EsarE,fay_osare,2,0.4
ntz_EsarE,p22_store,4,0.8
ntz_EsarE,tgk_Stora,4,0.8
ntz_EsarE,tly_ostov3,5,0.833333333333333
ntz_EsarE,p23_stor3,4,0.8
ntz_EsarE,p24_storai,5,0.833333333333333
ntz_EsarE,ps5_stor3i,5,0.833333333333333
ntz_EsarE,wne_stori,4,0.8
ntz_EsarE,yai_bildingE,7,0.875
ntz_EsarE,wb5_s3tor,5,1
ntz_EsarE,yah_Starak,4,0.666666666666667
ntz_EsarE,ydg_estari,3,0.5
ntz_EsarE,p25_stor3i,5,0.833333333333333
ntz_EsarE,diq_ustare,3,0.5
p16_store,p17_store,0,0
p16_store,p18_store,0,0
p16_store,oru_stor3k,2,0.333333333333333
p16_store,prc_EsteC,4,0.8
p16_store,p19_store,0,0
p16_store,pt3_store,0,0
p16_store,pes_setare,2,0.333333333333333
p16_store,p20_store,0,0
p16_store,pt4_store,0,0
p16_store,pt5_stor3i,2,0.333333333333333
p16_store,p21_storai,2,0.333333333333333
p16_store,sgh_xitErc,4,0.666666666666667
p16_store,siy_esara,4,0.8
p16_store,bcc_istar,3,0.6
p16_store,fay_osare,3,0.6
p16_store,p22_store,0,0
p16_store,tgk_Stora,2,0.4
p16_store,tly_ostov3,3,0.5
p16_store,p23_stor3,1,0.2
p16_store,p24_storai,2,0.333333333333333
p16_store,ps5_stor3i,2,0.333333333333333
p16_store,wne_stori,1,0.2
p16_store,yai_bildingE,8,1
p16_store,wb5_s3tor,2,0.4
p16_store,yah_Starak,4,0.666666666666667
p16_store,ydg_estari,3,0.5
p16_store,p25_stor3i,2,0.333333333333333
p16_store,diq_ustare,2,0.333333333333333
p17_store,p18_store,0,0
p17_store,oru_stor3k,2,0.333333333333333
p17_store,prc_EsteC,4,0.8
p17_store,p19_store,0,0
p17_store,pt3_store,0,0
p17_store,pes_setare,2,0.333333333333333
p17_store,p20_store,0,0
p17_store,pt4_store,0,0
p17_store,pt5_stor3i,2,0.333333333333333
p17_store,p21_storai,2,0.333333333333333
p17_store,sgh_xitErc,4,0.666666666666667
p17_store,siy_esara,4,0.8
p17_store,bcc_istar,3,0.6
p17_store,fay_osare,3,0.6
p17_store,p22_store,0,0
p17_store,tgk_Stora,2,0.4
p17_store,tly_ostov3,3,0.5
p17_store,p23_stor3,1,0.2
p17_store,p24_storai,2,0.333333333333333
p17_store,ps5_stor3i,2,0.333333333333333
p17_store,wne_stori,1,0.2
p17_store,yai_bildingE,8,1
p17_store,wb5_s3tor,2,0.4
p17_store,yah_Starak,4,0.666666666666667
p17_store,ydg_estari,3,0.5
p17_store,p25_stor3i,2,0.333333333333333
p17_store,diq_ustare,2,0.333333333333333
p18_store,oru_stor3k,2,0.333333333333333
p18_store,prc_EsteC,4,0.8
p18_store,p19_store,0,0
p18_store,pt3_store,0,0
p18_store,pes_setare,2,0.333333333333333
p18_store,p20_store,0,0
p18_store,pt4_store,0,0
p18_store,pt5_stor3i,2,0.333333333333333
p18_store,p21_storai,2,0.333333333333333
p18_store,sgh_xitErc,4,0.666666666666667
p18_store,siy_esara,4,0.8
p18_store,bcc_istar,3,0.6
p18_store,fay_osare,3,0.6
p18_store,p22_store,0,0
p18_store,tgk_Stora,2,0.4
p18_store,tly_ostov3,3,0.5
p18_store,p23_stor3,1,0.2
p18_store,p24_storai,2,0.333333333333333
p18_store,ps5_stor3i,2,0.333333333333333
p18_store,wne_stori,1,0.2
p18_store,yai_bildingE,8,1
p18_store,wb5_s3tor,2,0.4
p18_store,yah_Starak,4,0.666666666666667
p18_store,ydg_estari,3,0.5
p18_store,p25_stor3i,2,0.333333333333333
p18_store,diq_ustare,2,0.333333333333333
oru_stor3k,prc_EsteC,5,0.833333333333333
oru_stor3k,p19_store,2,0.333333333333333
oru_stor3k,pt3_store,2,0.333333333333333
oru_stor3k,pes_setare,4,0.666666666666667
oru_stor3k,p20_store,2,0.333333333333333
oru_stor3k,pt4_store,2,0.333333333333333
oru_stor3k,pt5_stor3i,1,0.166666666666667
oru_stor3k,p21_storai,2,0.333333333333333
oru_stor3k,sgh_xitErc,5,0.833333333333333
oru_stor3k,siy_esara,5,0.833333333333333
oru_stor3k,bcc_istar,4,0.666666666666667
oru_stor3k,fay_osare,5,0.833333333333333
oru_stor3k,p22_store,2,0.333333333333333
oru_stor3k,tgk_Stora,3,0.5
oru_stor3k,tly_ostov3,3,0.5
oru_stor3k,p23_stor3,1,0.166666666666667
oru_stor3k,p24_storai,2,0.333333333333333
oru_stor3k,ps5_stor3i,1,0.166666666666667
oru_stor3k,wne_stori,2,0.333333333333333
oru_stor3k,yai_bildingE,8,1
oru_stor3k,wb5_s3tor,3,0.5
oru_stor3k,yah_Starak,3,0.5
oru_stor3k,ydg_estari,4,0.666666666666667
oru_stor3k,p25_stor3i,1,0.166666666666667
oru_stor3k,diq_ustare,4,0.666666666666667
prc_EsteC,p19_store,4,0.8
prc_EsteC,pt3_store,4,0.8
prc_EsteC,pes_setare,5,0.833333333333333
prc_EsteC,p20_store,4,0.8
prc_EsteC,pt4_store,4,0.8
prc_EsteC,pt5_stor3i,5,0.833333333333333
prc_EsteC,p21_storai,5,0.833333333333333
prc_EsteC,sgh_xitErc,5,0.833333333333333
prc_EsteC,siy_esara,4,0.8
prc_EsteC,bcc_istar,3,0.6
prc_EsteC,fay_osare,4,0.8
prc_EsteC,p22_store,4,0.8
prc_EsteC,tgk_Stora,5,1
prc_EsteC,tly_ostov3,4,0.666666666666667
prc_EsteC,p23_stor3,4,0.8
prc_EsteC,p24_storai,5,0.833333333333333
prc_EsteC,ps5_stor3i,5,0.833333333333333
prc_EsteC,wne_stori,4,0.8
prc_EsteC,yai_bildingE,8,1
prc_EsteC,wb5_s3tor,4,0.8
prc_EsteC,yah_Starak,6,1
prc_EsteC,ydg_estari,4,0.666666666666667
prc_EsteC,p25_stor3i,5,0.833333333333333
prc_EsteC,diq_ustare,4,0.666666666666667
p19_store,pt3_store,0,0
p19_store,pes_setare,2,0.333333333333333
p19_store,p20_store,0,0
p19_store,pt4_store,0,0
p19_store,pt5_stor3i,2,0.333333333333333
p19_store,p21_storai,2,0.333333333333333
p19_store,sgh_xitErc,4,0.666666666666667
p19_store,siy_esara,4,0.8
p19_store,bcc_istar,3,0.6
p19_store,fay_osare,3,0.6
p19_store,p22_store,0,0
p19_store,tgk_Stora,2,0.4
p19_store,tly_ostov3,3,0.5
p19_store,p23_stor3,1,0.2
p19_store,p24_storai,2,0.333333333333333
p19_store,ps5_stor3i,2,0.333333333333333
p19_store,wne_stori,1,0.2
p19_store,yai_bildingE,8,1
p19_store,wb5_s3tor,2,0.4
p19_store,yah_Starak,4,0.666666666666667
p19_store,ydg_estari,3,0.5
p19_store,p25_stor3i,2,0.333333333333333
p19_store,diq_ustare,2,0.333333333333333
pt3_store,pes_setare,2,0.333333333333333
pt3_store,p20_store,0,0
pt3_store,pt4_store,0,0
pt3_store,pt5_stor3i,2,0.333333333333333
pt3_store,p21_storai,2,0.333333333333333
pt3_store,sgh_xitErc,4,0.666666666666667
pt3_store,siy_esara,4,0.8
pt3_store,bcc_istar,3,0.6
pt3_store,fay_osare,3,0.6
pt3_store,p22_store,0,0
pt3_store,tgk_Stora,2,0.4
pt3_store,tly_ostov3,3,0.5
pt3_store,p23_stor3,1,0.2
pt3_store,p24_storai,2,0.333333333333333
pt3_store,ps5_stor3i,2,0.333333333333333
pt3_store,wne_stori,1,0.2
pt3_store,yai_bildingE,8,1
pt3_store,wb5_s3tor,2,0.4
pt3_store,yah_Starak,4,0.666666666666667
pt3_store,ydg_estari,3,0.5
pt3_store,p25_stor3i,2,0.333333333333333
pt3_store,diq_ustare,2,0.333333333333333
pes_setare,p20_store,2,0.333333333333333
pes_setare,pt4_store,2,0.333333333333333
pes_setare,pt5_stor3i,4,0.666666666666667
pes_setare,p21_storai,4,0.666666666666667
pes_setare,sgh_xitErc,4,0.666666666666667
pes_setare,siy_esara,3,0.5
pes_setare,bcc_istar,3,0.5
pes_setare,fay_osare,3,0.5
pes_setare,p22_store,2,0.333333333333333
pes_setare,tgk_Stora,4,0.666666666666667
pes_setare,tly_ostov3,5,0.833333333333333
pes_setare,p23_stor3,3,0.5
pes_setare,p24_storai,4,0.666666666666667
pes_setare,ps5_stor3i,4,0.666666666666667
pes_setare,wne_stori,3,0.5
pes_setare,yai_bildingE,8,1
pes_setare,wb5_s3tor,3,0.5
pes_setare,yah_Starak,4,0.666666666666667
pes_setare,ydg_estari,3,0.5
pes_setare,p25_stor3i,4,0.666666666666667
pes_setare,diq_ustare,2,0.333333333333333
p20_store,pt4_store,0,0
p20_store,pt5_stor3i,2,0.333333333333333
p20_store,p21_storai,2,0.333333333333333
p20_store,sgh_xitErc,4,0.666666666666667
p20_store,siy_esara,4,0.8
p20_store,bcc_istar,3,0.6
p20_store,fay_osare,3,0.6
p20_store,p22_store,0,0
p20_store,tgk_Stora,2,0.4
p20_store,tly_ostov3,3,0.5
p20_store,p23_stor3,1,0.2
p20_store,p24_storai,2,0.333333333333333
p20_store,ps5_stor3i,2,0.333333333333333
p20_store,wne_stori,1,0.2
p20_store,yai_bildingE,8,1
p20_store,wb5_s3tor,2,0.4
p20_store,yah_Starak,4,0.666666666666667
p20_store,ydg_estari,3,0.5
p20_store,p25_stor3i,2,0.333333333333333
p20_store,diq_ustare,2,0.333333333333333
pt4_store,pt5_stor3i,2,0.333333333333333
pt4_store,p21_storai,2,0.333333333333333
pt4_store,sgh_xitErc,4,0.666666666666667
pt4_store,siy_esara,4,0.8
pt4_store,bcc_istar,3,0.6
pt4_store,fay_osare,3,0.6
pt4_store,p22_store,0,0
pt4_store,tgk_Stora,2,0.4
pt4_store,tly_ostov3,3,0.5
pt4_store,p23_stor3,1,0.2
pt4_store,p24_storai,2,0.333333333333333
pt4_store,ps5_stor3i,2,0.333333333333333
pt4_store,wne_stori,1,0.2
pt4_store,yai_bildingE,8,1
pt4_store,wb5_s3tor,2,0.4
pt4_store,yah_Starak,4,0.666666666666667
pt4_store,ydg_estari,3,0.5
pt4_store,p25_stor3i,2,0.333333333333333
pt4_store,diq_ustare,2,0.333333333333333
pt5_stor3i,p21_storai,1,0.166666666666667
pt5_stor3i,sgh_xitErc,5,0.833333333333333
pt5_stor3i,siy_esara,5,0.833333333333333
pt5_stor3i,bcc_istar,4,0.666666666666667
pt5_stor3i,fay_osare,5,0.833333333333333
pt5_stor3i,p22_store,2,0.333333333333333
pt5_stor3i,tgk_Stora,3,0.5
pt5_stor3i,tly_ostov3,3,0.5
pt5_stor3i,p23_stor3,1,0.166666666666667
pt5_stor3i,p24_storai,1,0.166666666666667
pt5_stor3i,ps5_stor3i,0,0
pt5_stor3i,wne_stori,1,0.166666666666667
pt5_stor3i,yai_bildingE,8,1
pt5_stor3i,wb5_s3tor,3,0.5
pt5_stor3i,yah_Starak,4,0.666666666666667
pt5_stor3i,ydg_estari,3,0.5
pt5_stor3i,p25_stor3i,0,0
pt5_stor3i,diq_ustare,4,0.666666666666667
p21_storai,sgh_xitErc,5,0.833333333333333
p21_storai,siy_esara,4,0.666666666666667
p21_storai,bcc_istar,4,0.666666666666667
p21_storai,fay_osare,5,0.833333333333333
p21_storai,p22_store,2,0.333333333333333
p21_storai,tgk_Stora,2,0.333333333333333
p21_storai,tly_ostov3,4,0.666666666666667
p21_storai,p23_stor3,2,0.333333333333333
p21_storai,p24_storai,0,0
p21_storai,ps5_stor3i,1,0.166666666666667
p21_storai,wne_stori,1,0.166666666666667
p21_storai,yai_bildingE,8,1
p21_storai,wb5_s3tor,3,0.5
p21_storai,yah_Starak,3,0.5
p21_storai,ydg_estari,3,0.5
p21_storai,p25_stor3i,1,0.166666666666667
p21_storai,diq_ustare,4,0.666666666666667
sgh_xitErc,siy_esara,5,0.833333333333333
sgh_xitErc,bcc_istar,4,0.666666666666667
sgh_xitErc,fay_osare,5,0.833333333333333
sgh_xitErc,p22_store,4,0.666666666666667
sgh_xitErc,tgk_Stora,4,0.666666666666667
sgh_xitErc,tly_ostov3,5,0.833333333333333
sgh_xitErc,p23_stor3,4,0.666666666666667
sgh_xitErc,p24_storai,5,0.833333333333333
sgh_xitErc,ps5_stor3i,5,0.833333333333333
sgh_xitErc,wne_stori,4,0.666666666666667
sgh_xitErc,yai_bildingE,7,0.875
sgh_xitErc,wb5_s3tor,4,0.666666666666667
sgh_xitErc,yah_Starak,5,0.833333333333333
sgh_xitErc,ydg_estari,4,0.666666666666667
sgh_xitErc,p25_stor3i,5,0.833333333333333
sgh_xitErc,diq_ustare,4,0.666666666666667
siy_esara,bcc_istar,3,0.6
siy_esara,fay_osare,2,0.4
siy_esara,p22_store,4,0.8
siy_esara,tgk_Stora,3,0.6
siy_esara,tly_ostov3,5,0.833333333333333
siy_esara,p23_stor3,4,0.8
siy_esara,p24_storai,4,0.666666666666667
siy_esara,ps5_stor3i,5,0.833333333333333
siy_esara,wne_stori,4,0.8
siy_esara,yai_bildingE,8,1
siy_esara,wb5_s3tor,5,1
siy_esara,yah_Starak,3,0.5
siy_esara,ydg_estari,2,0.333333333333333
siy_esara,p25_stor3i,5,0.833333333333333
siy_esara,diq_ustare,3,0.5
bcc_istar,fay_osare,3,0.6
bcc_istar,p22_store,3,0.6
bcc_istar,tgk_Stora,4,0.8
bcc_istar,tly_ostov3,4,0.666666666666667
bcc_istar,p23_stor3,3,0.6
bcc_istar,p24_storai,4,0.666666666666667
bcc_istar,ps5_stor3i,4,0.666666666666667
bcc_istar,wne_stori,3,0.6
bcc_istar,yai_bildingE,7,0.875
bcc_istar,wb5_s3tor,3,0.6
bcc_istar,yah_Starak,4,0.666666666666667
bcc_istar,ydg_estari,2,0.333333333333333
bcc_istar,p25_stor3i,4,0.666666666666667
bcc_istar,diq_ustare,2,0.333333333333333
fay_osare,p22_store,3,0.6
fay_osare,tgk_Stora,4,0.8
fay_osare,tly_ostov3,4,0.666666666666667
fay_osare,p23_stor3,4,0.8
fay_osare,p24_storai,5,0.833333333333333
fay_osare,ps5_stor3i,5,0.833333333333333
fay_osare,wne_stori,4,0.8
fay_osare,yai_bildingE,8,1
fay_osare,wb5_s3tor,5,1
fay_osare,yah_Starak,4,0.666666666666667
fay_osare,ydg_estari,3,0.5
fay_osare,p25_stor3i,5,0.833333333333333
fay_osare,diq_ustare,2,0.333333333333333
p22_store,tgk_Stora,2,0.4
p22_store,tly_ostov3,3,0.5
p22_store,p23_stor3,1,0.2
p22_store,p24_storai,2,0.333333333333333
p22_store,ps5_stor3i,2,0.333333333333333
p22_store,wne_stori,1,0.2
p22_store,yai_bildingE,8,1
p22_store,wb5_s3tor,2,0.4
p22_store,yah_Starak,4,0.666666666666667
p22_store,ydg_estari,3,0.5
p22_store,p25_stor3i,2,0.333333333333333
p22_store,diq_ustare,2,0.333333333333333
tgk_Stora,tly_ostov3,4,0.666666666666667
tgk_Stora,p23_stor3,2,0.4
tgk_Stora,p24_storai,2,0.333333333333333
tgk_Stora,ps5_stor3i,3,0.5
tgk_Stora,wne_stori,2,0.4
tgk_Stora,yai_bildingE,8,1
tgk_Stora,wb5_s3tor,3,0.6
tgk_Stora,yah_Starak,2,0.333333333333333
tgk_Stora,ydg_estari,4,0.666666666666667
tgk_Stora,p25_stor3i,3,0.5
tgk_Stora,diq_ustare,4,0.666666666666667
tly_ostov3,p23_stor3,2,0.333333333333333
tly_ostov3,p24_storai,4,0.666666666666667
tly_ostov3,ps5_stor3i,3,0.5
tly_ostov3,wne_stori,3,0.5
tly_ostov3,yai_bildingE,8,1
tly_ostov3,wb5_s3tor,4,0.666666666666667
tly_ostov3,yah_Starak,6,1
tly_ostov3,ydg_estari,4,0.666666666666667
tly_ostov3,p25_stor3i,3,0.5
tly_ostov3,diq_ustare,4,0.666666666666667
p23_stor3,p24_storai,2,0.333333333333333
p23_stor3,ps5_stor3i,1,0.166666666666667
